1,Carimbo de data/hora,EMPRESA,MOTIVOS,,,,,,
4862,27/03/2024 18:23:26,Soluções Terceirizadas,"Má gestão, não contrata pessoas qualificadas para o RH. É um cabide emprego! Só mantém no quadro de colabores os puxa sacos! Na hora de pagar acerto da demissão, pagam tudo errado e ainda acham que estão certos.",,,,,,
4863,27/03/2024 18:23:44,Banco Pine,Preconceituoso,,,,,,
4864,27/03/2024 18:23:48,Grupo PJBank e Superlógica,Colocam cordenadoras despreparados supervisores que nao sabem absolutamente do sistem totalmente despreparados que nao entende absolutamente nada sobre cobranca condominal em aberto omitem relatorio de comissoes dos funcionários e passa o que vem a eles pessima empresa e zero transparência com funcionarios,,,,,,
4865,27/03/2024 18:23:54,Decathlon,"Excesso de cobrança, promete prêmio mas nunca paga, gerência despreparada, dizem uma coisa e fazem outra",,,,,,
4866,27/03/2024 18:23:58,Grupo Salta Educação (Antiga Eleva Educação),"Uma panelinha generalizada. A liderança de produto/técnica é porca, todo muito com o rei na barriga, achando que estão fazendo uma revolução mas não sabem nem porque estão ali. Só falam palavras sofisticadas e termos em inglês fingir que sabem de algo, mas são totalmente fracassados. Se você é DEV e QA, esquece que tem família ou vida pessoal, você será tratado como uma máquina que eles podem ligar e não desligar por nada, tem que estar disponível final de semana/feriado e afins, sem pagar hora extra, aumento de salário e dia de folga. Se você for design, corre! A liderança vai saber de tudo pra te sabotar, te colocar pra baixo e te fazer surtar, mesmo que você fale que esta num princípio de burnout, ela vai simplesmente ignorar ou até de demitir sem dar nenhum apoio. Os devs seniors não irão respeitar seu posicionamento/ ponto de vista e você vai precisar lembrar a todos porque o seu trabalho é importante, porque sua liderança que deveria te proteger tem KU preso e não vai fazer isso.",,,,,,
4867,27/03/2024 18:24:01,Grupo Soma,"Remuneração muito baixa,ambiente instavel e com muita pressão.o pior problema se deve a carga horária abusiva",,,,,,
4868,27/03/2024 18:24:39,Decathlon,"Diretora mentirosa do CD, fala muita besteira.",,,,,,
4869,27/03/2024 18:25:02,Autônomo,Autônomo,,,,,,
4870,27/03/2024 18:25:04,Driven,Código ruim,,,,,,
4871,27/03/2024 18:25:46,99,"Sistema de feedback e bonificação completamente injusto e sem cabimento. Fazem cálculos e usam fórmulas que ninguém entende o indicador só para pagarem menos bônus. A liderança faz ""calibração"" nas equipes e é obrigada a dar nota baixa para uma cota de pessoas do time, por mais que ela tenha se dedicado.",,,,,,
4872,27/03/2024 18:25:53,NTT Data,"Empresa com uma variação ridícula de salário entre colabores do mesmo cargo e equipe, chegando a uma diferença absurda (vi casos de sênior recebendo metade do que outros) e quando você vai questionar o porque sempre vem com um papo motivacional de olhar pro seu próprio desenvolvimento ou dizer que não dá pra realizar esse tipo de aumento por conta de budget",,,,,,
4873,27/03/2024 18:26:03,Creditas,"Empresa extremamente RACISTA, demitiu a maior dos colaboradores negros para atingir break ven, inclusive pessoas ditas com forte desempenho e depois faz post e se promove em cima de Diversidade.",,,,,,
4874,27/03/2024 18:26:06,Decathlon,"Empresa mentirosa, cheia de cobrança, fala que funcionário é prioridade mais é mais uma igual as outras.",,,,,,
4875,27/03/2024 18:27:06,Rede D'or São Luiz,"Lideranças não sabem liderar. Não pagam insalubridade. Assédio moral , tratam os funcionário igual lixos e escravos. Sai de lá com o psicológico ferrado. Salário é péssimo e o funcionário trabalha por dois , pois ninguem aguenta ficar trabalhando lá.",,,,,,
4876,27/03/2024 18:27:08,DC,Filme do flash é horrível,,,,,,
4877,27/03/2024 18:27:28,Keune Brasil,"Gestão incompetente e imatura, inúmeros comentários racistas, sexistas e xenofóbicos. Passam uma imagem de harmonia mas destroem o psicológico de quem trabalha lá.",,,,,,
4878,27/03/2024 18:27:32,Teste,Teste,,,,,,
4879,27/03/2024 18:28:27,GetNinjas,"Liderança despreparada, falta de processos, a ""autonomia"" e ""flexibilidade"" é só um discurso bonito. O time de Pessoas não tem liderança, sobrecarrega os integrantes do time. Os colaboradores não são ouvidos, diversas denúncias de abuso e nada feito. Discurso bonito só no instagram e linkedin, no dia a dia você tem sorte se não for desligado depois de um atestado ou depois de um burnout.",,,,,,
4880,27/03/2024 18:28:47,Spaço In,"Uma empresa que te paga o mínimo pra fazer o máximo. Péssima liderança, péssimo salário. Só Deus sabe como essa empresa ainda não faliu",,,,,,
4881,27/03/2024 18:29:00,Neoris,"Contratação de mulheres com salários mais baixos que o dos homens, no momento que é para promover, promovem outra pessoas de outra área apenas por causa do gênero (homem).",,,,,,
4882,27/03/2024 18:29:16,Ibm,Acredito que algumas questões não estão de acordo,,,,,,
4883,27/03/2024 18:29:28,Itaú,"Liderança tóxica. A gestão aqui não tem poder de ação nenhum, nada é negociável, não existe exceção, mas é comum o ""conte comigo"" e tudo tem uma proporção bem exagerada.",,,,,,
4884,27/03/2024 18:29:30,Viggo Negócios,"Jornada de trabalho exaustiva, gerentes que claramente são mal caráter e incompetentes para a função, um RH totalmente omisso, ameaças contra funcionários, demonstrações de abuso de poder, caso de homofobia, assédio, transfobia e demissões injustas",,,,,,
4885,27/03/2024 18:29:48,Emflora,Gestão ruim,,,,,,
4886,27/03/2024 18:29:56,--SELECT 1 ',-- DROP DATABASE,,,,,,
4887,27/03/2024 18:30:12,Itaú,"Happy Hour que vira feedback depois, você está a todo tempo sendo monitorado, decisões tomadas de cima para baixo. Exaustivo porque existe uma ""obrigação"" em conviver mesmo não havendo respeito entre colegas.",,,,,,
4888,27/03/2024 18:30:30,Santander,Roubaram os meus projetos e me demitiram,,,,,,
4889,27/03/2024 18:30:30,Wipro,"Gestão tóxica, favoritismos, canal de denúncia não funciona",,,,,,
4890,27/03/2024 18:30:56,Itaú,"O PDI é um projeto de desistência individual, o Ombudsman (canal de denuncias) pune o denunciado e indiretamente reforça o mal comportamento do acusado.",,,,,,
4891,27/03/2024 18:31:31,<script>alert('Alguém faltou na aula de XSS')</script>,<h1>Bruh</h1>,,,,,,
4892,27/03/2024 18:31:44,GHB REVEGETAÇÃO AMBIENTAL LTDA,"Obrigam a fazer horas extras e não pagam, o pagamento não é contabilzado.",,,,,,
4893,27/03/2024 18:31:47,Americanas,"Desenvolvi uma hérnia no meu SACO de tanto carregar peso e descarregar caminhão sem equipamento de EPI. Lá, se vc não sobe de cargo em 3 meses eles te demitem. Lá tem pressão o tempo todo pra loja bater meta, mas se bater o seu prêmio é só o seu salário mesmo e quem sabe um dia uma promoção.",,,,,,
4894,27/03/2024 18:31:53,Itaú,"Meu gerente está indo para a terceira denuncia do Ombudsman, já tirou dois denunciadores do banco e está indo para o terceiro. Se fosse gol já podia pedir música no Fantástico.",,,,,,
4895,27/03/2024 18:32:27,VTEX,Documentação falha e não dá pra dev freela ter um sandbox free pra teste,,,,,,
4896,27/03/2024 18:32:42,Visagio,"Empresa toxica, pagam salários baixissimos e bonus altos, para evitar encargos salariais. Quando querem te demitir, fazem uma avaliação baixa, e você pede demissão para não morrer de fome",,,,,,
4897,27/03/2024 18:32:54,VTEX,"Documentação zuada, sistema merda, código ruim, cai toda hora e em dia de evento simplesmente não funciona.",,,,,,
4898,27/03/2024 18:32:56,L’Oréal,"Estagiários precisam fazer serviço pesado de limpeza dos depósitos, carregar peso e coisa empoeirada.",,,,,,
4899,27/03/2024 18:33:19,Stone Pagamentos,"Quando estava la, duas pessoas eram demitidas POR DIA, por qualquer motivo, o CEO mandava demitir",,,,,,
4900,27/03/2024 18:33:51,Fernanda,quero saber,,,,,,
4901,27/03/2024 18:34:00,Visagio,"Assedios morais constantes, horas extras nunca pagas, do dia pra noite você precisa estar em outro local. Somente puxa-saco é promovido",,,,,,
4902,27/03/2024 18:34:47,Plusoft,"Despreparo, preconceito, exposição e intimidação pública são alguns pontos comuns em 80% dos líderes da Plusoft. No mais, a carência extrema de políticas que forneçam uma jornada profissional minimamente justa e saudável ao colaborador.",,,,,,
4903,27/03/2024 18:34:52,Tivit,"A pior empresa que já trabalhei, todos finjem trabalhar, gestão péssima, tudo demora tempo demais. Tem hora pra chegar, mas não tem hora pra sair.",,,,,,
4904,27/03/2024 18:35:21,AF ENGENHARIA CONTRA INCÊNDIOS,"Diretora despreparada, propõe desvio de função aos funcionários, falha em conduta ao expor funcionários e ex funcionários, além de não agir com exigências conforme o sindicato.",,,,,,
4905,27/03/2024 18:35:26,Bob's,So falta o chicote,,,,,,
4906,27/03/2024 18:36:01,não trabalho,sou curiosa,,,,,,
4907,27/03/2024 18:36:04,Visagio,"Os sócios comentem assedio moral constante, liderança tóxica, te vendem um sonho, te entregam burnout e noites sem dormir",,,,,,
4908,27/03/2024 18:36:19,FLASH,"Diretora Jurídica é extremamente abusiva, tóxica e mitomaníaca. Assédio moral diário e muita manipulação. Além de tudo isso, é totalmente despreparada tecnicamente.",,,,,,
4909,27/03/2024 18:36:29,B2W,Pessima empresa,,,,,,
4910,27/03/2024 18:37:20,BBB,To adorando o BBB,,,,,,
4911,27/03/2024 18:37:26,Pornhub,"Empresa injusta com os funcionários, ficamos a ver porno o dia inteiro e sequer podemos bater uma punheta na hora do expediente, saio do trabalho com o saco doendo. Minhas companheiras de trabalho tem que trocar de calcinha de 2 em 2 horas pra manter a buceta seca, nao recomendo... alias pagam muito bem mas nao tem crescimento dentro da empresa, a unica coisa que cresce lá é o pênis dos funcionários...",,,,,,
4912,27/03/2024 18:37:26,Leega,"Gestores mal preparados, contrata trainee, não treina direito e depois demite por performance",,,,,,
4913,27/03/2024 18:37:43,Advocacia Corrêa de Castro,"Pessimo ambiente de trabalho, trabalho excessivo, obrigavam os funcionários a abrirem MEI para mascarar as relações de trabalho, nem parece que a CEO é presidente do tribunal de ética e disciplina",,,,,,
4914,27/03/2024 18:38:16,Bayer,Pessoa com cargo de Head na consumer health racista que trata muito mal pessoas de cor e a empresa disfarça usando discurso de inclusão e diversidade que só existe mesmo na mídia,,,,,,
4915,27/03/2024 18:38:22,PLANILHA SEM TRANSPARENCIA,"EI DEV, VOCÊ ESTA MANIPULANDO E FAZENDO SELECAO NAS RESPOSTAS. CUZAO!",,,,,,
4916,27/03/2024 18:38:25,AMBEV,Altamente competitivo e muita pressão,,,,,,
4917,27/03/2024 18:38:32,Maos Amigas,Atrasa pagamento .,,,,,,
4918,27/03/2024 18:38:36,Hospital Sírio Libanês,Empresa com escala de 6x1 que tira as vida dos funcionários com salário baixo,,,,,,
4919,27/03/2024 18:38:50,Itaú,"Aqui na tecnologia você precisa trabalhar o seu relacionamento mais que tudo. Esquece certificações, cursos e especializações. Seu código pode ser uma bosta. Você vai ser mais cobrado para ser amigo de gerente, chamar pessoas para café, essas coisas. Rir de piada dos Millennials é essencial para sobreviver, tem que ter bastante tolerância a fala absurdas.",,,,,,
4920,27/03/2024 18:39:14,Viasoft,Líderes tóxicos. Só cresce se puxar saco. Salários baixos. Homofóbicos e misóginos.,,,,,,
4921,27/03/2024 18:39:17,Tivit,"Vendem serviços caros para os cliente, entregam soluções opensource ou mais baratas, que os clientes só vão conhecer se visitarem o datacenter",,,,,,
4922,27/03/2024 18:39:46,Tivit,"empresa caótica, pagam mal e cobram muito. Assedio moral, sem hora extra, gestão lixo",,,,,,
4923,27/03/2024 18:39:50,Avon,Pessima gestao,,,,,,
4924,27/03/2024 18:39:51,CI&T,"salario, PLR e vale alimentacao bem abaixo; quem mora fora de SP ganha menos; plano de saude horrivel; BP, People, RH, PDM, Gestores despreparados, somem, sao fantasmas; dev pleno em papel de senior e ganhando como pleno ha 10 anos sem promocao; CEO é um lixo; Notebooks lentos;",,,,,,
4925,27/03/2024 18:40:59,Rede D'or São Luiz,"Empresa tóxica, paga uma mixaria, não tem beneficio nenhum, um VA de 200 reais. Na unidade de São Caetano um funcionário faz o serviço de tres pessoas e ainda é pressionado para cumprir metas de tempo que são IMPOSSIVEIS. Só pensam neles proprios e no seu proprio lucro.",,,,,,
4926,27/03/2024 18:41:07,Trucks Control,"Liderança toxica, em total desacordo com as políticas internas. Diretoria tem conhecimento e nao faz nada a respeito.",,,,,,
4927,27/03/2024 18:41:09,99,"Contratam funcionários em sistema de terceirizado que são menosprezados e sem benefício algum, mas exigem a mesma performance de um contratado normal",,,,,,
4928,27/03/2024 18:41:20,RBM (Juiz de Fora),"empresa que vende como 'ultra tecnologica', mas é antiquada em tudo. como o colega falou ali, vc eh cobrado por coisa nada haver com sua função e te humilham.",,,,,,
4929,27/03/2024 18:41:37,Mineração Taboca,"Falta de gestão, péssimo clima organizacional, greenwashing, condições de trabalho precárias",,,,,,
4930,27/03/2024 18:41:41,Granja Faria,"Ambiente tóxico, gestão extremamente antiquada, gestores péssimos, nível agressão a funcionário!! Assédio moral e sexual, terrível!!!",,,,,,
4931,27/03/2024 18:42:50,Alpargatas,"Peguei Burnout nesse inferno. Pensava em suicídio constantemente. O gerente do setor falava com todos, menos comigo",,,,,,
4932,27/03/2024 18:43:19,Nada a comentar,Nada a comentar,,,,,,
4933,27/03/2024 18:43:26,NON STOP,"Nepotismo privado. Criam vaga para pessoas que não sabem sequer escrever. Gestores que fzem caixa 2. Falam pra todos irem presenvial, no calor, sem ar condicionado e sendo que todos são PJ. E",,,,,,
4934,27/03/2024 18:43:58,McDonald's (Nova Iguaçu RJ),tem um femboy de afro e aparelho que trabalha aqui que eu adoraria comer... A empresa é ruim mesmo.,,,,,,
4935,27/03/2024 18:44:32,https://hqporner.com,"Trabalho insalubre, está sempre te explorando e metendo a porra em você.",,,,,,
4936,27/03/2024 18:44:32,Meutudo/ meu tudo,"A empresa promete bônus de alguns salários, mas na prática, esses bônus são retirados e distribuídos apenas para os amigos próximos. Mesmo que você desempenhe bem, não há garantia de receber o bônus. A cultura da empresa é extremamente tóxica, com ar de incerteza constante sobre demissões, uma hierarquia opressiva onde as demandas vêm sempre de cima para baixo, com prioridades que mudam constantemente por conta dos laços familiares dos CEO. A comunicação é PESSIMA, com reuniões marcadas por palavrões e falta de respeito. Todos os conhecidos que trabalham lá enfrentam uma carga de trabalho exorbitante, sendo obrigados a trabalhar presencialmente ou hibrido apenas para abrir o computador em outro local. Os eventos que a empresa promove são feitos fora do horário de expediente, então você meio que se sente pressionado a ficar mesmo quando chove na cidade e fica impossível, o máximo que vamos ganhar é uma sessão de filme após o expediente para esperar a chuva diminuir e assim conseguirmos ir embora. Não há liderança eficaz, e qualquer reclamação pode resultar em demissão. Acredite quando eu digo NENHUMA liderança é eficaz.",,,,,,
4937,27/03/2024 18:44:36,Escola Conquer,"Não é realmente preocupada com a experiencia do aluno, milhares e milhares de reclamações, RA estourado e diretor brincando de empreender, layoffs silenciosos e CEO's brincando de lançar livro... uma palhaçada",,,,,,
4938,27/03/2024 18:44:50,https://pornhub.com,"Trabalho insalubre, está sempre te explorando e metendo a porra em você.",,,,,,
4939,27/03/2024 18:45:06,https://sambaporno.com,"Trabalho insalubre, está sempre te explorando e metendo a porra em você.",,,,,,
4940,27/03/2024 18:45:21,Construmarket,"Se dizem uma empresa tecnológica ""tech"", mas por dentro é completamente obsoleta em visão, sistema e entrega ao cliente. E as melhorias só andam quando vindas dos grandes chefes, solicitações e demandas importantes não são vistas dos colaboradores ""comuns"". Com uma gerência sem nenhuma visão de inovação e que dispensa diversas pessoas esforçadas e talentosas. E isso é percebido pelo critério de permanencia de puxar o saco. Já que os péssimos resultados geralmente são culpa da própria liderança que não se esfoça nas melhorias necessárias ditas por diversos colaboradores. Acabam mandando embora por um suposto ""péssimo resultado"". Quando o real problema é a liderança que não quer realizar as mudanças necessárias sabidas por diversas equipes.",,,,,,
4941,27/03/2024 18:45:21,https://xvideos.com,"Trabalho insalubre, está sempre te explorando e metendo a porra em você.",,,,,,
4942,27/03/2024 18:45:26,Balantec,Gestão,,,,,,
4943,27/03/2024 18:45:33,SinergyRH,"Ambiente tóxico, o Diretor de tecnologia não entende de fato o que acontece pois só se importa com as demandas, quer tudo pra ontem e fica fazendo tortura pscicológica, programadores mais velhos na empresa não sabem programar e ficam nas costas dos bons pra poder entregar a demanda, isso é quando o outro da sustentação paga de chefe e fica jogando demanda que nem ele seria capaz de cumprir nas costas de outros devs e depois acaba provocando a demissão dessa pessoa. Existem muitas intrigas e fofocas.",,,,,,
4944,27/03/2024 18:46:07,São Lucas Contabilidade,Como é trabalhar nessa empresa,,,,,,
4945,27/03/2024 18:46:32,30,XXXT,,,,,,
4946,27/03/2024 18:46:49,Brasil grafica alphaville,"Dono da grafica bolsominion que amedronta tds q tiver na frente, horas exaustivas de trabalho vcs n sabem oq e sofrimento",,,,,,
4947,27/03/2024 18:46:52,Hospital Israelita Albert Einstein,"Arrogância, prepotência e falta de caráter dos gestores. TI rodeada de gente incompetente",,,,,,
4948,27/03/2024 18:47:16,Scanntech,"Processo seletivo, só passa quem tem um bom QI.Lideres tem medo do dono, pois ele grita, humilha a todos nas reuniões.",,,,,,
4949,27/03/2024 18:47:31,ATENTO MADUREIRA,"SUPERVISORES COMEM AS MENINAS E SÓ E BENEFICIADA PARA SUBIR A ""ESCALADA"" QUEM DÁ",,,,,,
4950,27/03/2024 18:47:48,GEPSA/UFOP - Grupo de Estudos e Pesquisas Socioambientais,"Chefes autoritárias com discurso de luta por direitos humanos, são dissimuladas, demitem funcionarios para fazer de exemplo, exigem horas extras e retiram essas horas da interjornada, várias denúncias de assédio sendo que uma das coordenadoras tem até o após lido de Hittler com conhecimento e anuência das superiores.",,,,,,
4951,27/03/2024 18:48:48,Anima Educação,"Um legado com anos de lideranças tóxicas e manipuladoras, bando de puxa sacos. Quando fui dispensada, soltei até foguete e cai na real que tempo eu perdi ali.. hoje me reergui!!",,,,,,
4952,27/03/2024 18:48:53,Lojas americanas,"Liderança distrital e regional despreparada vindo de outras regiões sem saber a realidade da sua atual locação. Cobranças em excesso, horas de trabalho acima do normal 12 a 16 horas por exemplo além de assédio moral e pressão constantes. Salário chegava até ser bom, mas ninguém merece trabalhar em um clima organizacional assim onde se faz de tudo pra se atingir o resultado.",,,,,,
4953,27/03/2024 18:49:51,Zinzane,Os donos acham que as pessoas tem que abrir mão da vida delas para que eles possam bater metas. Participei de reuniões que pessoas foram chamadas de incompetentes na frente de todos. Empresa tóxica e abusiva. As pessoas não ficam e as equipes estão sempre sofrendo tendo que cubrir hora de funcionário que pediu demissão ou foi desligado. Mínima noção de bom senso e empatia.,,,,,,
4954,27/03/2024 18:49:57,Stone,"PLR calculada de forma misteriosa e lideranças antigas que estão mais preocupadas com politicagem do que com resultado. Tudo é decidido de portas fechadas, às pressas e pelas mesmas pessoas (que não são as pessoas que vão executar, claro rs)",,,,,,
4955,27/03/2024 18:50:03,NENHUMA,Nenhum,,,,,,
4956,27/03/2024 18:50:37,Madeira madeira,"Administração é péssima, falta gigante de organização e comprimento.... Demissão em massa a cada seis ou sete meses.... A insegurança eh constante...",,,,,,
4957,27/03/2024 18:50:38,Lalal,Lalala,,,,,,
4958,27/03/2024 18:50:42,Lojas americanas,Falta de reconhecimento gerentes opressores desvio de função assédio moral e sexual,,,,,,
4959,27/03/2024 18:51:01,SCM Engenharia de Telecomunicações,"CEO completamente despreparado para o cargo. Mão de vaca e microgerenciador. Exigência altíssima sem retorno nenhum para o colaborador, além de baixos salários.",,,,,,
4960,27/03/2024 18:51:11,PwC,"área de auditoria extremamente tóxica independente da equipe que voce esteja o gerente sempre vai pensar somente no trabalho e que se dane sua vida pessoal e se você não se propoe a trabalhar mais do que sua carga horária diária é visto como ""desmotivado"" ambiente péssimo para se trabalhar.",,,,,,
4961,27/03/2024 18:51:15,Hospital Ruth Cardoso em Balneário Camboriú,"Escala de trabalha horrível, 6x12. Ja passou da hora de adotar escala 12x36 total. O diretor de Enfermagem, é um arrogante babaca, ta no cargo só por política. As Cordenadoras de Pediatria e da UTI Neonatal são duas incompetentes, só sabem explorar e tratar mal os funcionários, além de serem duas fofoqueiras. Nao tem perfil e nem competência profissional para estarem no cargo. Funcionários do RH, tem um que acha q tem o Rei na barriga.",,,,,,
4962,27/03/2024 18:51:27,APS Componentes Elétricos,"Assédio moral, despreparo gerencial, baixo salário, ambiente extremamente tóxico, ameaças, diretores gritam com funcionários, esses são somente alguns exemplos.",,,,,,
4963,27/03/2024 18:51:36,Raízen,"Cria cultura de competição entre funcionários, que vai contra a cultura ""time"" que tanto vendem. Régua cada vez mais alta ano a ano faz você trabalhar por +12 hrs/dia. Para cargos de Analista, seu chefe precisa te defender para ter bom desempenho, algp que influencia em praticamente tudo(+ bonus/plr/promoções). A empresa adora gente marqueteira que fala bem e quase sempre não sabe nada. Muitos gestores escondem sujeira debaixo do tapete com medo de perder KPI ao invés de informar um problema grave. Só olham o resultado de amanhã, foda-se o resto, pois quem se da bem troca de cargo a todo momento. Super medo da diretoria toma conta, cultura permamente de ampliar coisas boas e minimizar os problemas, até a bomba explodir.",,,,,,
4964,27/03/2024 18:51:57,Insper,Uma faculdade com 700 professores tem 8 professores negros. E por algum motivo a faculdade ainda tem um selo internacional de diversidade,,,,,,
4965,27/03/2024 18:52:20,Raízen,"Só no tempo que fiquei no marketing, vi TRÊS mulheres recém chegadas de licença maternidade sendo demitidas",,,,,,
4966,27/03/2024 18:52:51,VTEX,Quem não é layoffado é demitido e contratado depois como pj 🖤,,,,,,
4967,27/03/2024 18:52:53,CCR Via mobilidade,"Única pessoas que são promovidas são os puxa sacos , algumas áreas totalmente largados e ninguém ligar para organizar , tirando os colaboradores que querem algo e não conseguem nada",,,,,,
4968,27/03/2024 18:52:54,.,.,,,,,,
4969,27/03/2024 18:53:31,APS Componentes,Mostrar a realidade,,,,,,
4970,27/03/2024 18:53:32,Raizen,"Ao entrar na empresa minha liderança (antiga na empresa) disse ""faça esse projeto que ele é minha promoção desse semestre"". Dizem ser diversos, mas no escritório é nítida a existência apenas de pessoas brancas de elite todas vestidas da mesma forma. Altes não fossem hipócritas de ter um marketing ""inovador e diverso"" da empresa e a prática ser completamente diferente: elitizada, sem nenhuma diversidade, cheio de chefes e não líderes que querendo extrair de você sua promoção pessoal. Nas equipes que deveriam considerar diversos núcleos da sociedade a visão é limitada a classes altas e eventos completamentes exclusivos. Hierarquia marcadamente Vertical e comum de empresas dos anos 50",,,,,,
4971,27/03/2024 18:53:43,Acelerador Empresarial,"Empresa faz colaboradores PJ entrarem com horário, mas não tem hora para sair. Tem que estar na empresa quatro vezes na semana. Gestor, que agora é sócio, faz terror psicológico nas pessoas. Inclusive, ele trata as pessoas com distinção de gênero. Uma mulher não recebe o mesmo que os demais de sua área apenas porque está gravida. Além disso, ele libera salário maior para homens.",,,,,,
4972,27/03/2024 18:53:56,Insper,"Contratam PJ, mas fazem eles irem como se fossem CLT. Tem um clara segregação entre os colaboradores CLT e o terceirizados (elevadores diferentes, refeitórios diferentes)",,,,,,
4973,27/03/2024 18:54:14,Y,U,,,,,,
4974,27/03/2024 18:54:35,SPI Integração de Sistemas,"Para ter futuro na empresa tem que dormir com o chefe, departamento de TI e departamento de projetos ineficientes, querem gastar apenas quando a merda já aconteceu",,,,,,
4975,27/03/2024 18:54:49,V4 Company,"Salários baixos e fazem lavagem cerebral nos funcionários... quer dizer... ""nos investidores"".",,,,,,
4976,27/03/2024 18:55:00,Clínica Oto Oftálmica / Santa Terezinha,"Empresa gerenciada por esposa do finado dono. Além de burra, faz de tudo pra o ambiente ser o mais tóxico possivel entre os funcionários",,,,,,
4977,27/03/2024 18:55:05,Zenon Barriga Y Pesado,"Trabalho com cobranca pra esse cara, todo mes tenho que ir numa vila na casa do caralho pra ir cobrar um cara que ja ta ha mais de 14 meses devendo, fora que tem um moleque la que todo dia me acerta com bola, tijolo, tudo que possa imaginar. Ambiente muito estressante.",,,,,,
4978,27/03/2024 18:55:29,Smart Sigma,"Empresa confuso com processos confusos, todos dormem com todos, parece até um P*teiro",,,,,,
4979,27/03/2024 18:55:35,Macro Network Informatica Eireli,"Empresa que explora os funcionarios, te obrigam assinar um termo de não concorrencia e te ameaçam todo momento dizendo que voce nao pode trabalhar no mesmo cargo em outra empresa pois iram te processar. Diretores toxicos, te assediam moralmente. Um dos diretores é homosexual e fica dando em cima dos estagiarios. Os donos tem diversas empresas, sao irmaos, cada irmao tem uma empresa. Usam deste artificio para ganharem licitacoes publicas com hospitais ...implementando seu ERP e cobrando milhoes do estado. os donos fazem reunioes as escuras com diretores de contratos dos hospitais e curiosamente sempre ganham. Para hospitais que nao tem mais contrato, o sistema para de funcionar atraves de uma bomba relogio no codigo e cobram caminhoes de dinheiro para rodarem um desbloqueador.",,,,,,
4980,27/03/2024 18:55:46,Recovery do Brasil Consultoria,"Empresa do grupo Itaú que terceiriza tudo que é possível. Alta pressão de performance, a empresa reduz equipe e aumenta trabalho sempre. líderes despreparados e desesperados, as postagens são lindas mas a vida real é sofrida aqui dentro.",,,,,,
4981,27/03/2024 18:55:54,Caju,"A alta gestão de tech não é confiável e favorece alguns, com apoio velado do RH",,,,,,
4982,27/03/2024 18:56:02,Hospital Marieta Konder Bornhausen - Itajaí,"Gerenciado por freiras, que são terriveis! Gritam com funcionários, assédio moral ali é bobagem. Sobrecarga de trabalha por falta de funcionário prinipalmente da enfermagem. Exploram e exigem demais dos funcionários.",,,,,,
4983,27/03/2024 18:56:36,Escritório São Paulo de Contabilidade (Maringá - PR),"O dono está numa vibe coach quântico, disse estar tentando mudar a empresa pra melhor , resultado colocou o irmão pra ""trabalhar"" espionar os funcionários, demitiu um funcionário após atestado de 10 dias, cobrança no whatsapp pessoal, faz fofoca e fala mal de um funcionário para o outro",,,,,,
4984,27/03/2024 18:56:41,Nestlé,Nbs de ribeirão preto fecha os olhos pra quem trabalha além do horário. só fazem alguma coisa quando algum indicador está vermelho. enquanto está tudo verde eles fingem que não veem os horário absurdos que as pessoas estão fazendo para garantir as entregas,,,,,,
4985,27/03/2024 18:56:45,Clínica Oto Oftálmica/ Santa Terezinha,Os filhos da dona brincam de médico e sao irresponsáveis. A filha até ja disse na frente de uma paciente que não atenderia o filho dela pq criança demora muito,,,,,,
4986,27/03/2024 18:56:49,V4,"É o tipo de empresa que tem ""grito de guerra""",,,,,,
4987,27/03/2024 18:57:02,Group Software,"CEO é narcisista e megalomaníaco, a empresa tem um número de funcionários que não condiz com o número de produtos que vende e ainda sim esperam um bom resultado em cada um deles. Não reconhecem o mau rendimento dos produtos como um problema de gestão e tentam atirar para todo lado nas intervenções, se tornando uma empresa que não traz noção de estabilidade, e que acaba motivando intriga entre os funcionários. Além disso, fecham os olhos para funcionários poderosos que praticam assédio.",,,,,,
4988,27/03/2024 18:57:10,Input Center,"Empresa de TI... Precisa usar terno, precisa ir presencial por ""segurança aos dados"", sendo que ngm nunca nem ouviu falar dela, desconta até a vida do funcionário, salários baixos e tarefas em excesso",,,,,,
4989,27/03/2024 18:57:14,ACCENTURE,"Graças a Deus a Morphus foi comprada, time atual accenture está muito acomodado.",,,,,,
4990,27/03/2024 18:57:41,Banco BMG,"DESORGANIZAÇÃO após as mudanças na alta gestão a cultura FICOU PÉSSIMA. áreas conflitam entre si, ambiente pouco colaborativo, não há plano de carreira, promoções são raras, não tem investimento nos colaboradores, super burocracia, sistemas travam, muitos gestores incapazes de cumprir com suas responsabilidades, dezenas de problemas urgentes para resolver em pouco tempo e com poucas pessoas depois das mais de 3 demissoes em massa. enfim NÃO TRABALHEM NESTE LOCAL NAO TEM TREINAMENTO",,,,,,
4991,27/03/2024 18:57:53,V4 Company,"Só contratam PJ, tiram os direitos dos trabalhadores e ainda remuneram mal",,,,,,
4992,27/03/2024 18:58:03,Supermercado mais barato 24h,"Cargas horárias abusivas, gestores assediando moralmente funcionários o tempo todo, dono fica dando encima das funcionárias. O dono chegou a oferecer dinheiro para uma amiga minha ficar com ele. A mulher do patrão fica fazendo cena de ciúmes com o marido e perseguindo as funcionárias. Gerente fica fazendo piadas depreciativas dos funcionários. Além de tudo isso tem as cargas horárias abusivas que as vezes você tem que trabalhar 15h seguidas.",,,,,,
